Order_ID,Date,Type,Customer,Customer_ID,Customer_DOB,Customer_Membership_Status,Products,Quantities,Prices,Discount_Code
3814,02/06/2025,Deliveroo,Yingfei Feller,537,14/05/1998,Non-Member,"c(""Iced Latte"", ""Decaf"")","c(1, 1)","c(3.75, 0)",OFF5
3523,05/07/2025,Dine In,Cameron Mcclure,204,22/08/1993,Non-Member,"c(""Latte"", ""Syrup"")","c(1, 1)","c(3.5, 0.5)",NA
2038,10/08/2025,Dine In,Tyko Santistevan,245,13/04/1980,Member,"c(""Cappuccino"")",c(1),c(3.25),NA
2731,16/05/2025,Deliveroo,Lydia Holt,562,12/09/1980,Member,"c(""Hot Chocolate"", ""Oat Milk"", ""Cake Slice"")","c(1, 1, 1)","c(3.25, 0.6, 3.75)",NA
3807,26/06/2025,Deliveroo,Rejoya Nelson,6,05/03/1995,Non-Member,"c(""Hot Chocolate"", ""Oat Milk"")","c(2, 1)","c(3.25, 0.6)",NA
1475,03/07/2025,Dine In,Sara Young,302,28/07/1990,Non-Member,"c(""Macchiato"", ""Almond Milk"", ""Scone"")","c(1, 1, 1)","c(3.8, 0.5, 2.25)",NA
1908,25/08/2025,Deliveroo,Linda Kendall,413,27/12/2001,Non-Member,"c(""Flat White"", ""Syrup"", ""Cookie"")","c(1, 1, 1)","c(3.75, 0.5, 2)",OFF5
3181,28/07/2025,Dine In,Alexus Aviles,567,28/12/1976,Non-Member,"c(""Americano"", ""Almond Milk"")","c(1, 1)","c(3, 0.5)",OFF5
1694,04/06/2025,Deliveroo,Randall Weinberger,100,01/12/1985,Non-Member,"c(""Iced Latte"")",c(2),c(3.75),NA
3410,05/07/2025,Deliveroo,Richard Coleman,182,19/11/1994,Member,"c(""Latte"")",c(1),c(3.5),NA
2199,31/08/2025,Dine In,Jason Boyd,321,11/06/1986,Member,"c(""Iced Latte"")",c(2),c(3.75),OFF5
3528,03/08/2025,Dine In,Camille Lee,545,15/08/2001,Member,"c(""Espresso"")",c(1),c(2.5),NA
290,13/05/2025,Dine In,Khang Estrada,61,14/04/1978,Non-Member,"c(""Flat White"")",c(1),c(3.75),NA
2339,02/07/2025,Dine In,Rachel Araia,342,01/07/1988,Member,"c(""Latte"", ""Scone"", ""Muffin"", ""Sandwich"")","c(2, 1, 1, 1)","c(3.5, 2.25, 3, 5.5)",NA
296,23/08/2025,Deliveroo,Michael Mock,441,25/11/1999,Non-Member,"c(""Mocha"")",c(1),c(4),NA
1086,24/05/2025,Deliveroo,Amber Hernon,32,28/08/1998,Member,"c(""Latte"", ""Syrup"")","c(1, 1)","c(3.5, 0.5)",NA
454,07/06/2025,Dine In,Christian Hargis,20,21/06/1976,Member,"c(""Iced Latte"", ""Oat Milk"")","c(1, 1)","c(3.75, 0.6)",NA
761,24/08/2025,Deliveroo,Tyko Santistevan,245,13/04/1980,Non-Member,"c(""Iced Latte"", ""Oat Milk"")","c(1, 1)","c(3.75, 0.6)",NA
3609,21/06/2025,Deliveroo,Maximilian Facinelli,176,28/09/1989,Non-Member,"c(""Cappuccino"", ""Oat Milk"")","c(1, 1)","c(3.25, 0.6)",NA
2146,12/07/2025,Deliveroo,Ariana Mach,297,09/07/1991,Member,"c(""Flat White"")",c(2),c(3.75),NA
1198,16/05/2025,Deliveroo,Zachary Witt,284,17/01/1985,Non-Member,"c(""Mocha"", ""Almond Milk"")","c(1, 1)","c(4, 0.5)",NA
3218,07/08/2025,Deliveroo,Kekoaikaikaokalani Moua,341,15/11/1998,Non-Member,"c(""Frappuccino"", ""Almond Milk"")","c(2, 1)","c(4.5, 0.5)",NA
171,12/08/2025,Deliveroo,Julissa Gomez,455,17/07/1981,Non-Member,"c(""Tea"", ""Muffin"", ""Muffin"")","c(1, 1, 1)","c(2.25, 3, 3)",NA
2965,16/08/2025,Dine In,Ryan Chalmers,16,08/12/1990,Non-Member,"c(""Chai Latte"", ""Oat Milk"")","c(1, 1)","c(3.5, 0.6)",NA
3817,22/07/2025,Deliveroo,Melissa Adapa,361,21/08/1991,Non-Member,"c(""Flat White"", ""Almond Milk"")","c(1, 1)","c(3.75, 0.5)",NA
3751,01/08/2025,Deliveroo,Mathew Mcelhoes,464,20/09/1992,Non-Member,"c(""Iced Latte"", ""Extra Shot"")","c(2, 1)","c(3.75, 0.6)",NA
2809,17/06/2025,Dine In,Katherine Yang,469,07/01/1977,Non-Member,"c(""Cold Brew"")",c(1),c(3.25),NA
373,03/06/2025,Dine In,Nicole Sarmiento,171,28/06/1979,Non-Member,"c(""Espresso"")",c(1),c(2.5),OFF5
1371,22/05/2025,Deliveroo,De'Ron Jones,258,03/05/1984,Non-Member,"c(""Hot Chocolate"")",c(1),c(3.25),NA
3237,16/07/2025,Dine In,Tatiyana Garland,382,27/06/2002,Non-Member,"c(""Mocha"", ""Soy Milk"", ""Cookie"")","c(1, 1, 1)","c(4, 0.5, 2)",NA
1565,01/06/2025,Dine In,Kassandra Campbell,147,10/03/1978,Non-Member,"c(""Latte"")",c(1),c(3.5),NA
155,25/07/2025,Deliveroo,Madison Blicharz,316,30/03/1978,Non-Member,"c(""Macchiato"", ""Extra Shot"")","c(1, 1)","c(3.8, 0.6)",NA
2311,09/07/2025,Deliveroo,Amanda Traynor,428,16/05/1984,Non-Member,"c(""Espresso"")",c(1),c(2.5),NA
1688,28/08/2025,Dine In,Rusty Mars,320,29/06/1978,Member,"c(""Americano"", ""Cake Slice"")","c(1, 1)","c(3, 3.75)",NA
948,17/07/2025,Dine In,Anveshi Grasso,381,08/11/1988,Non-Member,"c(""Flat White"", ""Decaf"")","c(1, 1)","c(3.75, 0)",NA
2491,19/08/2025,Deliveroo,Viridiana Sanchez,79,24/05/1984,Non-Member,"c(""Hot Chocolate"", ""Large Size"")","c(1, 1)","c(3.25, 0.5)",NA
2510,20/06/2025,Dine In,Devarieyia Allen,518,31/05/1984,Non-Member,"c(""Tea"")",c(1),c(2.25),NA
1301,06/06/2025,Deliveroo,Brock Mcintyre,508,25/10/1991,Non-Member,"c(""Chai Latte"", ""Oat Milk"")","c(1, 1)","c(3.5, 0.6)",NA
121,07/08/2025,Dine In,Cameron Barry,38,08/03/1989,Non-Member,"c(""Americano"", ""Panini"", ""Cookie"")","c(1, 1, 1)","c(3, 6, 2)",OFF5
2732,06/07/2025,Dine In,Haley Barnes,76,28/06/1989,Member,"c(""Macchiato"", ""Sandwich"", ""Sandwich"")","c(1, 1, 1)","c(3.8, 5.5, 5.5)",NA
3259,01/05/2025,Dine In,Ian Parrow,314,12/08/2003,Member,"c(""Mocha"")",c(1),c(4),NA
1155,15/07/2025,Dine In,Jorge Tamayo,119,15/01/1984,Non-Member,"c(""Tea"")",c(1),c(2.25),NA
2911,19/05/2025,Dine In,Angel Valdez,251,02/10/1980,Member,"c(""Chai Latte"")",c(1),c(3.5),NA
432,09/06/2025,Dine In,Mercedes Creighton Howard,86,05/10/1998,Member,"c(""Chai Latte"")",c(1),c(3.5),NA
3032,18/07/2025,Dine In,Alexandra Kascak,233,27/11/1983,Member,"c(""Espresso"")",c(1),c(2.5),NA
2519,11/05/2025,Deliveroo,Danielle Love II,194,31/03/1990,Non-Member,"c(""Espresso"")",c(1),c(2.5),NA
2455,26/07/2025,Dine In,Ashley Agbim,66,05/12/1987,Non-Member,"c(""Cold Brew"", ""Sandwich"")","c(2, 1)","c(3.25, 5.5)",NA
713,29/05/2025,Dine In,Nhi Le,501,10/09/1980,Non-Member,"c(""Espresso"", ""Cookie"", ""Brownie"")","c(1, 1, 1)","c(2.5, 2, 2.5)",OFF5
3586,08/05/2025,Dine In,Christian Hargis,20,21/06/1976,Non-Member,"c(""Latte"", ""Syrup"")","c(1, 1)","c(3.5, 0.5)",NA
3612,27/08/2025,Deliveroo,Madison Blicharz,316,30/03/1978,Non-Member,"c(""Iced Latte"")",c(1),c(3.75),OFF5
2988,03/05/2025,Dine In,Lexxus Bruce,198,20/11/1989,Member,"c(""Flat White"")",c(1),c(3.75),NA
561,11/06/2025,Dine In,Cierra Haile,22,22/09/1979,Member,"c(""Flat White"")",c(1),c(3.75),NA
3850,11/05/2025,Dine In,Raymond Gonzales,155,14/07/1983,Member,"c(""Hot Chocolate"", ""Scone"")","c(1, 1)","c(3.25, 2.25)",NA
3643,14/05/2025,Dine In,Derek Haynes,550,14/01/1998,Member,"c(""Hot Chocolate"")",c(1),c(3.25),NA
1273,07/08/2025,Dine In,Jeremiah Williams,74,21/12/1989,Member,"c(""Hot Chocolate"", ""Large Size"")","c(1, 1)","c(3.25, 0.5)",NA
3198,17/07/2025,Deliveroo,Shion Tran,401,24/05/1990,Non-Member,"c(""Hot Chocolate"", ""Salad"")","c(1, 1)","c(3.25, 7.5)",NA
1306,29/07/2025,Dine In,Michael Jaramillo,339,26/11/1994,Non-Member,"c(""Iced Latte"")",c(1),c(3.75),NA
3958,30/07/2025,Dine In,Brandon Luevano,243,24/12/1978,Member,"c(""Frappuccino"", ""Large Size"", ""Salad"")","c(1, 1, 1)","c(4.5, 0.5, 7.5)",NA
3752,26/05/2025,Dine In,Ashleigh Cardenas,91,17/09/1993,Member,"c(""Hot Chocolate"", ""Syrup"", ""Muffin"", ""Danish"")","c(1, 1, 1, 1)","c(3.25, 0.5, 3, 2.75)",NA
135,29/06/2025,Dine In,Rebekah Warren,330,10/09/1983,Member,"c(""Macchiato"")",c(1),c(3.8),NA
2577,06/05/2025,Dine In,Abigail Comiskey,92,08/11/1978,Non-Member,"c(""Espresso"")",c(1),c(2.5),NA
2350,04/07/2025,Deliveroo,Aracely Espinoza,7,21/04/1996,Non-Member,"c(""Espresso"")",c(1),c(2.5),OFF5
1542,09/08/2025,Dine In,Eric Bui,109,13/08/1982,Member,"c(""Hot Chocolate"", ""Large Size"")","c(1, 1)","c(3.25, 0.5)",NA
3636,26/08/2025,Deliveroo,Kristin Hanna,12,11/10/1997,Member,"c(""Macchiato"")",c(2),c(3.8),NA
335,11/08/2025,Deliveroo,Terrinekia Vogt,150,14/07/2003,Member,"c(""Chai Latte"", ""Decaf"")","c(1, 1)","c(3.5, 0)",OFF5
2373,05/07/2025,Deliveroo,Savanna Connor,4,27/09/1976,Non-Member,"c(""Latte"", ""Soy Milk"")","c(1, 1)","c(3.5, 0.5)",NA
496,04/08/2025,Dine In,Jarmosley Holland,270,26/01/1985,Member,"c(""Cappuccino"", ""Bagel"")","c(1, 1)","c(3.25, 2.5)",OFF5
2562,05/06/2025,Dine In,Katie Lopez,407,05/05/1977,Non-Member,"c(""Chai Latte"")",c(1),c(3.5),NA
3028,29/05/2025,Deliveroo,Aaron Richter,505,08/12/1977,Member,"c(""Cold Brew"")",c(2),c(3.25),OFF5
1915,11/07/2025,Dine In,Peyton Conley,600,18/11/1979,Non-Member,"c(""Cappuccino"", ""Extra Foam"")","c(1, 1)","c(3.25, 0)",NA
1182,11/06/2025,Dine In,Nicolai Pollitt,493,18/07/2003,Member,"c(""Cold Brew"")",c(1),c(3.25),NA
1793,20/08/2025,Dine In,Yumi Xiong,141,11/11/1999,Non-Member,"c(""Iced Latte"", ""Decaf"")","c(2, 1)","c(3.75, 0)",OFF5
3321,26/08/2025,Dine In,Robert Kelly,335,20/08/1992,Non-Member,"c(""Mocha"", ""Muffin"")","c(1, 1)","c(4, 3)",NA
1518,05/07/2025,Deliveroo,Raven Alexander,242,23/09/1982,Member,"c(""Espresso"")",c(1),c(2.5),OFF5
1250,07/08/2025,Deliveroo,Danielle Thomas,116,23/12/2000,Non-Member,"c(""Cappuccino"", ""Soy Milk"")","c(1, 1)","c(3.25, 0.5)",NA
360,29/08/2025,Dine In,Franchi Lassiter,390,09/06/1991,Non-Member,"c(""Flat White"")",c(1),c(3.75),NA
2388,30/08/2025,Deliveroo,Alexis Anderson,118,22/05/1988,Non-Member,"c(""Macchiato"", ""Oat Milk"")","c(1, 1)","c(3.8, 0.6)",NA
3049,31/07/2025,Deliveroo,Tyler Wilson,78,14/10/1976,Member,"c(""Americano"")",c(2),c(3),NA
2490,07/05/2025,Deliveroo,Aakriti Chung,533,10/01/2000,Non-Member,"c(""Hot Chocolate"", ""Decaf"")","c(1, 1)","c(3.25, 0)",NA
2449,03/06/2025,Deliveroo,Ian Parrow,314,12/08/2003,Non-Member,"c(""Latte"", ""Salad"")","c(1, 2)","c(3.5, 7.5)",OFF5
3901,07/06/2025,Dine In,James Wolfe,440,09/08/1980,Non-Member,"c(""Macchiato"", ""Danish"")","c(1, 1)","c(3.8, 2.75)",NA
1322,22/05/2025,Dine In,Devarieyia Allen,518,31/05/1984,Non-Member,"c(""Espresso"", ""Brownie"")","c(1, 2)","c(2.5, 2.5)",NA
2578,31/07/2025,Dine In,Robert Kelly,335,20/08/1992,Non-Member,"c(""Iced Latte"", ""Decaf"", ""Cake Slice"")","c(1, 1, 1)","c(3.75, 0, 3.75)",NA
1577,22/05/2025,Dine In,Fotobari Gutierrez,82,23/03/1994,Member,"c(""Americano"")",c(1),c(3),NA
1802,26/08/2025,Dine In,Keyonna Soliday,558,06/10/1993,Non-Member,"c(""Latte"", ""Brownie"", ""Croissant"")","c(1, 1, 1)","c(3.5, 2.5, 2.75)",NA
3393,30/07/2025,Deliveroo,Selam O'Donnell,322,07/06/1985,Member,"c(""Hot Chocolate"")",c(1),c(3.25),NA
277,08/08/2025,Dine In,Alexus Ham,142,07/02/1991,Non-Member,"c(""Latte"")",c(1),c(3.5),NA
1058,24/05/2025,Dine In,Anita Corbin,202,24/02/1976,Member,"c(""Hot Chocolate"", ""Soy Milk"")","c(2, 1)","c(3.25, 0.5)",NA
1229,18/05/2025,Dine In,Samantha Aguiar,180,06/12/1988,Member,"c(""Espresso"", ""Sandwich"")","c(2, 1)","c(2.5, 5.5)",NA
2142,17/06/2025,Dine In,Mckinley Castillo,93,19/10/1984,Member,"c(""Espresso"")",c(1),c(2.5),NA
3125,04/07/2025,Dine In,Cinthia Medrano,483,26/10/1988,Member,"c(""Mocha"")",c(1),c(4),NA
1167,09/07/2025,Deliveroo,Aracely Espinoza,7,21/04/1996,Member,"c(""Frappuccino"", ""Syrup"")","c(1, 1)","c(4.5, 0.5)",OFF5
2644,06/06/2025,Dine In,Sierra Tryels,94,12/04/1998,Member,"c(""Cold Brew"", ""Croissant"")","c(1, 1)","c(3.25, 2.75)",OFF5
3897,19/05/2025,Deliveroo,Joshua Mahan,408,27/04/1977,Non-Member,"c(""Macchiato"", ""Large Size"", ""Bagel"", ""Danish"")","c(1, 1, 1, 1)","c(3.8, 0.5, 2.5, 2.75)",NA
2494,22/05/2025,Deliveroo,Jordan Moore,58,07/12/1980,Non-Member,"c(""Iced Latte"", ""Sandwich"")","c(2, 1)","c(3.75, 5.5)",NA
3329,01/07/2025,Deliveroo,Juan Avila,247,19/03/2001,Member,"c(""Iced Latte"", ""Cookie"")","c(1, 1)","c(3.75, 2)",NA
2435,24/07/2025,Dine In,Oneal Vrabel,352,15/09/1984,Non-Member,"c(""Americano"", ""Scone"")","c(1, 1)","c(3, 2.25)",NA
1507,07/06/2025,Deliveroo,Katlynn Eiffert,343,16/05/1981,Non-Member,"c(""Frappuccino"")",c(1),c(4.5),OFF5
3378,28/05/2025,Dine In,Vidya Yatsu,253,13/04/1985,Member,"c(""Tea"", ""Decaf"")","c(1, 1)","c(2.25, 0)",NA
2483,21/07/2025,Deliveroo,Timothy Payton,348,20/09/1979,Member,"c(""Iced Latte"", ""Salad"", ""Sandwich"")","c(1, 1, 1)","c(3.75, 7.5, 5.5)",NA
2416,26/08/2025,Deliveroo,Serina Kodani,85,29/12/2002,Non-Member,"c(""Chai Latte"", ""Cookie"")","c(1, 1)","c(3.5, 2)",OFF5
3649,02/08/2025,Dine In,Tina Chandramouli,249,14/08/1997,Non-Member,"c(""Iced Latte"", ""Bagel"")","c(1, 1)","c(3.75, 2.5)",NA
2949,04/05/2025,Deliveroo,Johnny Alatriste,275,08/05/1994,Non-Member,"c(""Latte"", ""Almond Milk"", ""Panini"")","c(2, 1, 1)","c(3.5, 0.5, 6)",NA
647,06/08/2025,Dine In,Michael Jaramillo,339,26/11/1994,Non-Member,"c(""Latte"")",c(1),c(3.5),NA
582,26/07/2025,Dine In,Kyra Curlee,200,23/10/1991,Non-Member,"c(""Macchiato"")",c(1),c(3.8),OFF5
1370,25/05/2025,Dine In,Isaiah Cates,462,11/02/1978,Member,"c(""Americano"", ""Extra Foam"")","c(1, 1)","c(3, 0)",NA
2613,01/06/2025,Deliveroo,Juan Rodriguez Chavez,499,06/08/1977,Non-Member,"c(""Espresso"", ""Oat Milk"")","c(2, 1)","c(2.5, 0.6)",NA
2656,24/05/2025,Dine In,Jaelynn Gishu,526,02/08/1979,Member,"c(""Iced Latte"", ""Sandwich"")","c(1, 1)","c(3.75, 5.5)",NA
702,30/06/2025,Deliveroo,Halle Cummings,414,06/09/1977,Non-Member,"c(""Cappuccino"")",c(1),c(3.25),OFF5
739,01/07/2025,Dine In,Caterina Herrera,63,22/10/1997,Member,"c(""Macchiato"")",c(1),c(3.8),NA
2050,21/05/2025,Dine In,Johnny Anderson,41,09/11/1993,Member,"c(""Frappuccino"", ""Decaf"")","c(1, 1)","c(4.5, 0)",NA
2711,31/08/2025,Deliveroo,Karen Ortiz,387,26/07/1990,Non-Member,"c(""Americano"")",c(1),c(3),NA
2112,23/08/2025,Deliveroo,Erica Hanes,444,25/03/1988,Non-Member,"c(""Cold Brew"", ""Oat Milk"")","c(1, 1)","c(3.25, 0.6)",NA
3934,12/07/2025,Dine In,Xiara Medina,127,11/04/2003,Member,"c(""Espresso"")",c(1),c(2.5),NA
3277,14/07/2025,Dine In,Savanna Connor,4,27/09/1976,Non-Member,"c(""Macchiato"", ""Salad"")","c(1, 1)","c(3.8, 7.5)",NA
1442,25/08/2025,Dine In,Lauren Kuretich,120,30/08/1976,Member,"c(""Cappuccino"")",c(1),c(3.25),NA
2277,14/06/2025,Dine In,Jason Boyd,321,11/06/1986,Member,"c(""Macchiato"", ""Extra Foam"")","c(1, 1)","c(3.8, 0)",OFF5
1245,28/05/2025,Deliveroo,Martin Manriquez,423,16/02/1978,Non-Member,"c(""Hot Chocolate"", ""Salad"", ""Salad"")","c(1, 1, 1)","c(3.25, 7.5, 7.5)",NA
2384,13/05/2025,Dine In,Javon Nakyanzi,498,26/06/1979,Non-Member,"c(""Chai Latte"", ""Oat Milk"")","c(1, 1)","c(3.5, 0.6)",NA
1855,19/07/2025,Deliveroo,Jayda Sutley,412,07/12/1977,Member,"c(""Americano"")",c(2),c(3),OFF5
2901,20/06/2025,Deliveroo,Kevin Singh,129,19/04/1983,Non-Member,"c(""Latte"", ""Cookie"")","c(1, 1)","c(3.5, 2)",NA
1391,29/08/2025,Dine In,Abigail Comiskey,92,08/11/1978,Non-Member,"c(""Iced Latte"", ""Almond Milk"")","c(1, 1)","c(3.75, 0.5)",OFF5
3380,08/08/2025,Deliveroo,Michael Jaramillo,339,26/11/1994,Non-Member,"c(""Iced Latte"", ""Syrup"", ""Cookie"")","c(1, 1, 1)","c(3.75, 0.5, 2)",NA
501,21/06/2025,Dine In,Brandon Harvey,73,13/11/1994,Non-Member,"c(""Mocha"", ""Extra Shot"", ""Muffin"")","c(1, 1, 1)","c(4, 0.6, 3)",NA
3442,27/08/2025,Deliveroo,Tristan Kasyon,324,06/02/1993,Member,"c(""Flat White"", ""Decaf"")","c(1, 1)","c(3.75, 0)",NA
2956,04/08/2025,Deliveroo,Audrianna Chairez Esquivel,219,14/06/2000,Member,"c(""Tea"", ""Soy Milk"")","c(1, 1)","c(2.25, 0.5)",NA
2361,21/06/2025,Deliveroo,Claire Colton,152,11/09/2001,Non-Member,"c(""Chai Latte"", ""Cake Slice"")","c(1, 1)","c(3.5, 3.75)",NA
2688,02/07/2025,Dine In,Cheyenne Cho,349,16/10/1998,Non-Member,"c(""Iced Latte"")",c(1),c(3.75),NA
2498,08/07/2025,Dine In,Hanna Nguyen,77,27/04/1995,Non-Member,"c(""Cold Brew"", ""Decaf"")","c(1, 1)","c(3.25, 0)",NA
2163,23/05/2025,Dine In,Daryell O'Kain,46,16/02/1991,Non-Member,"c(""Tea"")",c(1),c(2.25),NA
347,05/06/2025,Deliveroo,Brianna Diaz Luna,511,05/07/1995,Non-Member,"c(""Espresso"", ""Oat Milk"")","c(1, 1)","c(2.5, 0.6)",NA
853,05/05/2025,Deliveroo,Brandon Marfil,97,16/09/1980,Non-Member,"c(""Mocha"")",c(1),c(4),NA
3694,18/07/2025,Dine In,Ashley Bonilla,179,14/03/1996,Member,"c(""Espresso"", ""Decaf"")","c(1, 1)","c(2.5, 0)",OFF5
1457,04/05/2025,Dine In,Vy Nguyen,313,06/04/1980,Non-Member,"c(""Flat White"")",c(1),c(3.75),NA
1726,05/07/2025,Deliveroo,Hannah Barnes,380,05/06/1993,Non-Member,"c(""Frappuccino"", ""Brownie"", ""Scone"")","c(1, 1, 1)","c(4.5, 2.5, 2.25)",NA
1033,05/05/2025,Dine In,Josiah Bustamantes,527,14/08/1990,Non-Member,"c(""Macchiato"", ""Salad"", ""Croissant"")","c(1, 1, 1)","c(3.8, 7.5, 2.75)",OFF5
595,15/05/2025,Dine In,Marcus Roberts,546,16/01/1999,Member,"c(""Frappuccino"")",c(2),c(4.5),NA
2661,06/05/2025,Deliveroo,Ashley Bonilla,179,14/03/1996,Member,"c(""Chai Latte"")",c(1),c(3.5),NA
2679,01/07/2025,Deliveroo,Leana Love,106,21/09/1997,Member,"c(""Chai Latte"")",c(1),c(3.5),NA
418,19/05/2025,Dine In,Ethan Zheng,9,05/04/1995,Member,"c(""Mocha"", ""Panini"")","c(2, 1)","c(4, 6)",NA
2824,24/07/2025,Dine In,Marrissa Villegas II,235,15/11/2000,Member,"c(""Frappuccino"", ""Muffin"", ""Muffin"")","c(2, 1, 1)","c(4.5, 3, 3)",NA
3522,19/08/2025,Dine In,Jessica Severson,388,10/11/2002,Member,"c(""Americano"", ""Almond Milk"")","c(1, 1)","c(3, 0.5)",NA
2473,06/05/2025,Dine In,Karen Ortiz,387,26/07/1990,Non-Member,"c(""Tea"", ""Extra Foam"")","c(1, 1)","c(2.25, 0)",NA
2536,02/08/2025,Dine In,Richard Coleman,182,19/11/1994,Non-Member,"c(""Mocha"", ""Panini"")","c(1, 1)","c(4, 6)",NA
3429,13/08/2025,Deliveroo,Vy Nguyen,313,06/04/1980,Non-Member,"c(""Chai Latte"", ""Danish"")","c(1, 1)","c(3.5, 2.75)",OFF5
958,08/06/2025,Deliveroo,Randall Weinberger,100,01/12/1985,Non-Member,"c(""Espresso"")",c(1),c(2.5),NA
2056,15/06/2025,Dine In,Jonathan Hallman,114,28/12/1977,Non-Member,"c(""Mocha"", ""Oat Milk"")","c(1, 1)","c(4, 0.6)",NA
314,16/05/2025,Deliveroo,Samuel Sanabria,83,31/08/1982,Non-Member,"c(""Americano"", ""Decaf"")","c(2, 1)","c(3, 0)",NA
3727,30/07/2025,Dine In,Bisma Onyeali,578,29/09/1987,Non-Member,"c(""Mocha"")",c(1),c(4),NA
180,26/08/2025,Deliveroo,Loutricia Simion,377,17/06/1984,Non-Member,"c(""Espresso"", ""Extra Foam"", ""Scone"")","c(1, 1, 1)","c(2.5, 0, 2.25)",NA
3423,07/05/2025,Deliveroo,Leana Love,106,21/09/1997,Non-Member,"c(""Cold Brew"")",c(1),c(3.25),NA
3390,27/08/2025,Dine In,Derek Haynes,550,14/01/1998,Non-Member,"c(""Macchiato"", ""Soy Milk"")","c(1, 1)","c(3.8, 0.5)",NA
2438,23/05/2025,Dine In,Selam O'Donnell,322,07/06/1985,Member,"c(""Flat White"", ""Danish"")","c(1, 1)","c(3.75, 2.75)",NA
442,18/07/2025,Deliveroo,Dmitri Miles,442,19/01/1976,Non-Member,"c(""Hot Chocolate"", ""Salad"")","c(2, 2)","c(3.25, 7.5)",NA
2040,31/05/2025,Dine In,Ataly Maestas,195,17/04/1999,Non-Member,"c(""Latte"", ""Syrup"")","c(1, 1)","c(3.5, 0.5)",NA
3603,09/05/2025,Dine In,Yumi Xiong,141,11/11/1999,Non-Member,"c(""Cappuccino"")",c(1),c(3.25),NA
3468,18/07/2025,Dine In,Terrinekia Vogt,150,14/07/2003,Non-Member,"c(""Chai Latte"", ""Oat Milk"")","c(1, 1)","c(3.5, 0.6)",NA
1200,09/07/2025,Deliveroo,Mezan Dotson,262,21/12/1985,Member,"c(""Cold Brew"")",c(1),c(3.25),NA
2433,22/05/2025,Deliveroo,Devon Jones,456,02/03/1999,Non-Member,"c(""Iced Latte"")",c(1),c(3.75),NA
3906,20/06/2025,Dine In,Roxana Venegas,315,30/01/2000,Non-Member,"c(""Latte"", ""Salad"", ""Scone"")","c(1, 1, 1)","c(3.5, 7.5, 2.25)",NA
949,15/05/2025,Deliveroo,Jacob Willis,128,10/06/1989,Non-Member,"c(""Macchiato"")",c(2),c(3.8),NA
156,10/08/2025,Dine In,Geoffrey Leafgreen,392,28/07/1994,Non-Member,"c(""Latte"", ""Extra Foam"")","c(1, 1)","c(3.5, 0)",NA
2486,11/07/2025,Dine In,Hannah Barnes,380,05/06/1993,Member,"c(""Frappuccino"", ""Panini"")","c(1, 1)","c(4.5, 6)",NA
465,22/05/2025,Dine In,Nathaly Nava-Blanco,267,09/11/1978,Non-Member,"c(""Tea"", ""Scone"")","c(1, 1)","c(2.25, 2.25)",OFF5
1952,23/06/2025,Deliveroo,Raymond Delahoussaye,334,21/09/1996,Non-Member,"c(""Latte"")",c(1),c(3.5),NA
1715,27/07/2025,Dine In,Sara Young,302,28/07/1990,Non-Member,"c(""Hot Chocolate"")",c(1),c(3.25),NA
3598,16/08/2025,Dine In,Isaac Olivas,403,24/06/1978,Non-Member,"c(""Espresso"")",c(2),c(2.5),NA
2542,05/08/2025,Dine In,Nicholas Stanton,280,02/08/1992,Non-Member,"c(""Frappuccino"", ""Brownie"")","c(1, 1)","c(4.5, 2.5)",NA
1683,11/07/2025,Deliveroo,Tasia Bland,474,08/12/1982,Non-Member,"c(""Americano"", ""Cake Slice"", ""Scone"")","c(1, 1, 1)","c(3, 3.75, 2.25)",NA
3763,25/05/2025,Dine In,Mark Causey,177,23/10/1982,Member,"c(""Frappuccino"", ""Danish"", ""Cookie"")","c(1, 1, 1)","c(4.5, 2.75, 2)",NA
3666,04/08/2025,Dine In,Saman Nguyen,417,12/06/1977,Non-Member,"c(""Latte"", ""Cake Slice"")","c(2, 1)","c(3.5, 3.75)",OFF5
1524,15/06/2025,Dine In,Cyenna Ross,566,11/04/1986,Non-Member,"c(""Mocha"", ""Soy Milk"")","c(2, 1)","c(4, 0.5)",NA
245,14/08/2025,Dine In,Eduardo Gonzales,319,28/02/1985,Non-Member,"c(""Espresso"")",c(1),c(2.5),NA
2427,28/07/2025,Deliveroo,Tina Chandramouli,249,14/08/1997,Non-Member,"c(""Latte"")",c(1),c(3.5),NA
3408,18/08/2025,Dine In,Navya Naipo,201,19/05/1976,Non-Member,"c(""Hot Chocolate"")",c(1),c(3.25),NA
722,05/06/2025,Deliveroo,Kaylee Clem,544,15/04/2003,Non-Member,"c(""Cappuccino"", ""Brownie"", ""Danish"")","c(2, 1, 1)","c(3.25, 2.5, 2.75)",NA
1712,05/07/2025,Dine In,Nicolai Pollitt,493,18/07/2003,Non-Member,"c(""Americano"")",c(1),c(3),NA
1990,22/06/2025,Dine In,Eric Akindele,422,11/06/1999,Non-Member,"c(""Tea"", ""Salad"")","c(2, 1)","c(2.25, 7.5)",NA
3756,20/05/2025,Dine In,Billy May,33,10/09/1998,Member,"c(""Flat White"", ""Muffin"")","c(1, 1)","c(3.75, 3)",NA
136,06/07/2025,Deliveroo,Adrienne Manzanares,399,31/05/1980,Non-Member,"c(""Cappuccino"", ""Soy Milk"")","c(2, 1)","c(3.25, 0.5)",NA
